Run,Bases,BioProject,Bytes,stool_sample_id,public_client_id,genome_id,blood_sample_id,blood_days_in_program,stool_days_in_program
SRR18748780,154034195,PRJNA826648,88181951,22001612561286,01484900,DS-281015,A020BJ383-005,14,21
SRR18748948,129657856,PRJNA826648,73000125,22001612561034,01485116,DS-268314,A007BG454-003,17,29
SRR27023155,87857028,PRJNA1047679,57579769,AV15-1344,01485130,A477AV507-004,A477AV562-002,24,32
SRR27023258,59530674,PRJNA1047679,35345352,AV15-2063,01485831,DS-161664,A903AX658-002,88,107
SRR27023048,83537405,PRJNA1047679,50837281,22001612562249,01486207,DS-267297,A862BF314-009,8,8
SRR18747391,51711450,PRJNA826530,34035078,22001612560208,01487038,DS-267306,A862BF315-003,9,7
SRR18749149,148678600,PRJNA826648,86700092,22001612561890,01487379,DS-271214,A089BI561-003,23,12
SRR18748079,98357864,PRJNA826530,66158737,AV15-1347,01488926,A046AU693-007,A046AU752-002,9,9
SRR18748759,158062940,PRJNA826648,92469104,22001701510908,01489017,DS-283148,A566BJ875-005,22,25
SRR18747892,148438890,PRJNA826530,95167581,AV15-2200,01489890,DS-228774,A939AW356-002,82,100
SRR18749251,172344725,PRJNA826648,94352418,22001701510878,01489961,DS-283971,A850BJ129-002,14,19
SRR18747692,98106362,PRJNA826530,65585547,AV15-1484,01489998,A042AU536-007,A042AU544-002,31,31
SRR18749491,73673495,PRJNA826648,45214107,22001612561387,01491050,DS-267229,A862BF296-010,11,13
SRR18747822,87140172,PRJNA826530,56140717,AV15-2622,01491245,DS-243978,A904AZ250-002,25,38
SRR18748978,147629020,PRJNA826648,80558287,22001612561877,01491438,DS-269296,A055BH099-003,6,19
SRR18748089,99991372,PRJNA826530,68590507,AV15-1307,01491450,A726AT968-004,A726AT954-002,65,65
SRR27023083,88831912,PRJNA1047679,57780388,AV15-1627,01491670,A477AV497-007,A477AV551-002,20,21
SRR18749096,109812605,PRJNA826648,64289757,22001612562070,01492075,DS-271175,A089BI540-017,27,19
SRR18748036,76184524,PRJNA826530,47748676,AV15-1065,01492162,A976AR210-005,A976AR225-002,12,12
SRR18748907,71750455,PRJNA826648,46716229,22001612561874,01492335,DS-267956,A862BF427-009,7,7
SRR18747729,101625884,PRJNA826530,66026148,AV15-1226,01492886,A545AS588-005,A545AS706-002,63,63
SRR27023022,136817870,PRJNA1047679,76396949,22001805510701,01493928,DS-282307,A706BO816-008,397,400
SRR18749299,148669675,PRJNA826648,95014412,22001612562444,01494796,DS-277411,A776BI389-003,35,26
SRR27023091,142925545,PRJNA1047679,78919203,22001612560424,01495022,DS-280530,A926BI170-002,26,31
SRR18747606,49913358,PRJNA826530,30400924,AV15-1985,01495427,DS-232534,A939AW315-002,26,26
SRR18749462,180027979,PRJNA826648,101543892,22001612562031,01497137,DS-268612,A137BG406-009,2,9
SRR18749377,115936940,PRJNA826648,65099276,22001612561257,01497187,DS-269059,A972BH530-002,16,12
SRR18747955,104935570,PRJNA826530,66106223,AV15-1396,01497326,A253AU389-007,A253AU409-002,19,19
SRR27023239,115109604,PRJNA1047679,71672784,AV15-3768,01497410,DS-244321,A904AZ092-002,16,5
SRR18749433,59905790,PRJNA826648,36657281,22001612561661,01497564,DS-265926,A579BF636-003,8,18
SRR27023171,97176156,PRJNA1047679,61967500,AV15-1466,01497790,A107AU147-007,A107AU137-002,25,25
SRR27023046,77992005,PRJNA1047679,48185252,22001612562391,01498008,DS-265917,A579BF647-003,6,10
SRR18749180,128393280,PRJNA826648,73024023,22001612561955,01498133,DS-269625,A420BG870-003,6,6
SRR18749119,69178270,PRJNA826648,41722475,22001701512068,01498419,DS-267552,A972BH428-002,19,27
SRR27023118,87952900,PRJNA1047679,51950950,22001612561205,01498819,DS-278429,A381BI007-003,48,30
SRR18747473,57138142,PRJNA826530,31666010,AV15-1117,01499210,A591AT154-004,A591AT158-002,39,39
SRR18749126,74833150,PRJNA826648,44807365,22001612560088,01500041,DS-268887,A202BI348-002,28,26
SRR18749238,122258101,PRJNA826648,68981684,22001612560772,01501052,DS-268277,A007BG445-003,15,33
SRR27023067,76386830,PRJNA1047679,48098170,AV15-1069,01501750,A943AR064-005,A943AR109-002,23,23
SRR18749439,83339270,PRJNA826648,43782607,22001612560622,01502061,DS-268211,A421BG152-008,6,26
SRR18749279,189884135,PRJNA826648,107726073,22001612561538,01502665,DS-279888,A860BI933-002,10,4
SRR18748938,179895870,PRJNA826648,110264878,22001612560526,01503152,DS-268395,A308BH437-007,11,18
SRR18747760,49439145,PRJNA826530,31342535,22001612560521,01504004,DS-267234,A862BF049-003,14,9
SRR18749371,118376440,PRJNA826648,67624429,22001612561390,01504947,DS-271931,A711BH928-003,4,15
SRR18747778,69548084,PRJNA826530,44081167,AV15-3791,01505154,DS-244326,A902AZ347-002,20,20
SRR27023120,70230825,PRJNA1047679,43899082,22001612560782,01505239,DS-266077,A007BG766-003,8,6
SRR18749448,45865575,PRJNA826648,23426553,22001612560101,01506485,DS-270548,A550BG725-003,13,8
SRR18748071,93052226,PRJNA826530,59734909,AV15-1490,01506766,A107AU152-007,A107AU139-002,18,18
SRR18748064,111168402,PRJNA826530,71152046,AV15-1522,01507098,A017AU874-007,A018AU008-002,42,42
SRR18749066,328260310,PRJNA826648,192256500,22001612562042,01507346,DS-280288,A439BJ775-002,21,18
SRR18748121,76047478,PRJNA826530,42285366,AV15-1282,01508418,A115AW815-006,A597AT759-002,77,77
SRR18749136,97755525,PRJNA826648,56181010,22001612562489,01508587,DS-267568,A972BH487-002,20,18
SRR18748894,151623255,PRJNA826648,83045504,22001612560908,01509123,DS-271245,A711BH776-003,10,6
SRR18748022,74832136,PRJNA826530,45821345,AV15-1888,01510963,DS-231097,A779AW587-002,24,35
SRR27023111,81062800,PRJNA1047679,48163369,22001612562133,01512651,DS-268106,A203BI274-016,30,36
SRR18747388,48715030,PRJNA826530,30401235,22001612560263,01512820,DS-267281,A862BF232-003,11,14
SRR18749356,157012170,PRJNA826648,91039159,22001612561994,01512873,DS-277805,A972BH386-009,8,35
SRR18747702,102441132,PRJNA826530,69507670,AV15-1447,01514398,A046AU718-007,A046AU741-002,8,8
SRR18747417,90029182,PRJNA826530,56515436,AV15-3657,01514506,DS-243659,A904AZ307-002,9,7
SRR27022990,92561175,PRJNA1047679,56469543,22001612560049,01514916,DS-277840,A448BI575-003,118,114
SRR27023170,118295798,PRJNA1047679,76909268,AV15-1482,01515722,A127AU604-007,A127AU633-002,39,39
SRR27023041,87067466,PRJNA1047679,49447410,22001612560736,01516039,DS-268288,A007BG486-003,8,29
SRR18749097,82713330,PRJNA826648,49904554,22001612561951,01518082,DS-268842,A202BI291-002,28,22
SRR18747931,67395508,PRJNA826530,42418514,AV15-1050,01518614,A943AR072-005,A943AR103-002,23,23
SRR18749073,140621705,PRJNA826648,76537964,22001612560643,01519454,DS-279015,A860BI582-007,20,24
SRR18749146,133794675,PRJNA826648,77062701,22001612561956,01520235,DS-268018,A202BI998-002,31,10
SRR27023121,81967795,PRJNA1047679,50300456,22001612560705,01520548,DS-268231,A007BG808-003,17,17
SRR18747625,63592858,PRJNA826530,42096462,AV15-1406,01521679,A565AV501-007,A565AV537-002,13,20
SRR18748828,109024825,PRJNA826648,60857352,22001612561177,01522368,DS-280412,A926BI575-002,7,7
SRR18749474,162331842,PRJNA826648,92659450,22001612561645,01522520,DS-267305,A862BF361-003,14,32
SRR18747511,72186094,PRJNA826530,46094279,AV15-4244,01523020,DS-265835,A932BE747-003,4,9
SRR18748997,174093430,PRJNA826648,95169502,22001612560131,01523105,DS-270640,A499BH020-008,31,17
SRR18747433,90677264,PRJNA826530,57788343,AV15-1370,01523770,A162AU017-007,A162AU069-002,28,28
SRR18749052,129463814,PRJNA826648,71248920,22001612560488,01524770,DS-268529,A137BG502-003,9,10
SRR18748105,107560528,PRJNA826530,73487413,AV15-1194,01524930,A115AW813-006,A536AT443-002,35,35
SRR18747737,60501980,PRJNA826530,37973285,22001612561256,01524948,DS-265712,A580BF010-003,4,7
SRR27023102,166600246,PRJNA1047679,106753517,AV15-1134,01525398,A040AV077-007,A936AS472-002,46,46
SRR18749095,160139490,PRJNA826648,93378370,22001612561887,01526026,DS-280537,A926BI550-002,28,18
SRR18748942,136770865,PRJNA826648,82929424,22001612560391,01526106,DS-268955,A308BH480-003,21,21
SRR18749047,234092040,PRJNA826648,134611693,22001701510138,01526851,DS-283199,A653BJ483-002,14,4
SRR18747908,68492378,PRJNA826530,43572601,AV15-1060,01526966,A982AR246-005,A982AR258-002,30,30
SRR27022973,251634425,PRJNA1047679,148450477,22001701511469,01527828,DS-283179,A566BJ908-002,16,14
SRR18748988,151210920,PRJNA826648,82911387,22001612560749,01527984,DS-268739,A447BH891-004,7,9
SRR18747759,82161170,PRJNA826530,50966812,22001612560527,01529564,DS-269438,A808BG298-008,42,14
SRR18747928,55483550,PRJNA826530,36026485,AV15-1663,01529951,A565AV490-007,A565AV538-002,12,19
SRR18749237,166322730,PRJNA826648,89773278,22001701511566,01531584,DS-284628,A773BJ598-002,2,13
SRR18747666,92673216,PRJNA826530,57243301,AV15-1503,01532234,A017AU918-007,A018AU013-002,11,11
SRR18748090,98213288,PRJNA826530,65298274,AV15-1303,01532802,A719AT738-004,A719AT779-002,29,29
SRR27023162,91527652,PRJNA1047679,58082851,AV15-1515,01533632,A538AU195-007,A538AU219-002,15,15
SRR18747456,69356822,PRJNA826530,39068363,AV15-1262,01533942,A454AW036-007,A536AT440-002,71,71
SRR18747595,79125240,PRJNA826530,48799754,AV15-2162,01534531,A977AV128-006,A977AV151-002,6,33
SRR18747505,212013174,PRJNA826530,133043735,AV15-1074,01534774,A941AR525-006,A941AR568-002,13,13
SRR18749072,117085885,PRJNA826648,67600095,22001612560884,01535305,DS-280443,A860BI135-002,6,6
SRR18747825,73223728,PRJNA826530,46145186,AV15-2482,01535696,DS-244303,A904AZ189-002,8,17
SRR18747705,92060274,PRJNA826530,62509444,AV15-1430,01536524,A017AU846-007,A017AU963-002,32,32
SRR27023061,53992680,PRJNA1047679,34055232,22001612561233,01538140,DS-267211,A862BF054-003,12,17
SRR27023103,229307645,PRJNA1047679,145298739,22001612560592,01539774,DS-277109,A710BI219-003,13,15
SRR27023088,87354526,PRJNA1047679,57292841,AV15-1451,01540378,A741AU395-007,A741AU410-002,42,68
SRR18749445,101642065,PRJNA826648,50708386,22001612560281,01540773,DS-269610,A550BG851-003,15,36
SRR18747956,106322596,PRJNA826530,67967546,AV15-1394,01541442,A162AU012-007,A162AU051-002,41,41
SRR18747842,108527380,PRJNA826530,67359496,AV15-3787,01541786,DS-244342,A904AZ335-002,7,9
SRR18749296,159845560,PRJNA826648,89398491,22001612560172,01542101,DS-277339,A776BI376-003,4,5
SRR18747515,82899778,PRJNA826530,53190800,AV15-1144,01542518,A928AS343-005,A928AS390-002,18,18
SRR18747905,89113032,PRJNA826530,58102561,AV15-1609,01542727,A704AV896-006,A704AV984-002,21,25
SRR18747719,182501096,PRJNA826530,115043549,AV15-1156,01543126,A473AS937-005,A473AS976-002,43,43
SRR18747557,170342656,PRJNA826530,123988549,AV15-2614,01543171,DS-235121,A337AZ489-002,5,11
SRR18747539,78590610,PRJNA826530,46990291,AV15-3718,01543234,DS-244330,A904AZ104-002,15,2
SRR27023210,132975360,PRJNA1047679,80860326,22001612561441,01543273,DS-271268,A901BH759-003,40,31
SRR27023084,76399380,PRJNA1047679,50377841,AV15-1620,01544501,A500AV832-007,A500AV864-002,16,18
SRR18749370,106945895,PRJNA826648,61916465,22001612561416,01546490,DS-267578,A972BH422-002,15,13
SRR18748920,94826935,PRJNA826648,57125519,22001612562098,01546772,DS-272381,A630BH504-003,26,22
SRR18748899,135388680,PRJNA826648,74290053,22001612560798,01547347,DS-267518,A972BH435-002,16,3
SRR18748874,149523500,PRJNA826648,82972973,22001701512174,01547484,DS-268903,A203BI332-002,34,8
SRR27022999,122919265,PRJNA1047679,68381053,22001612562038,01547734,DS-271244,A711BH780-009,25,22
SRR18749288,175201915,PRJNA826648,101727231,22001612561162,01548440,DS-279832,A777BI768-002,5,5
SRR18748866,136949960,PRJNA826648,79318684,22001612560544,01548550,DS-268876,A089BI766-015,27,14
SRR18748095,91186794,PRJNA826530,61106362,AV15-1289,01549186,A752AT593-004,A752AT606-002,8,8
SRR18748767,201775210,PRJNA826648,114656888,22001612562011,01549546,DS-281290,A146BJ686-002,8,10
SRR27023147,93128530,PRJNA1047679,59112862,AV15-2510,01549572,DS-244308,A902AZ473-002,31,25
SRR18747584,73859762,PRJNA826530,47797669,AV15-1583,01549718,A981AU864-007,A981AU783-002,9,30
SRR18747661,108855186,PRJNA826530,68207311,AV15-1512,01549888,A538AU196-007,A538AU221-002,14,14
SRR18747604,79409874,PRJNA826530,48811891,AV15-1992,01550067,DS-232467,A057AX428-002,33,16
SRR18749148,139588190,PRJNA826648,80864749,22001612561900,01550307,DS-265261,A089BI806-002,25,10
SRR18747477,68812152,PRJNA826530,38269963,AV15-1101,01550678,A115AW805-006,A536AT442-002,37,37
SRR18747507,87943372,PRJNA826530,55980251,AV15-1159,01551894,A797AV898-006,A473AS986-002,33,33
SRR27023197,158597845,PRJNA1047679,88235741,22001612561863,01552128,DS-280656,A020BJ241-002,19,13
SRR18749447,84304360,PRJNA826648,42884593,22001612560113,01552328,DS-267302,A862BF301-019,11,36
SRR18747430,288753914,PRJNA826530,181567334,AV15-1053,01552698,A982AR238-005,A982AR250-002,30,30
SRR27023036,151176326,PRJNA1047679,87451700,22001612562148,01552705,DS-268212,A421BG172-003,6,7
SRR18748102,89419754,PRJNA826530,59600121,AV15-1249,01552796,A619AT712-004,A619AT721-002,32,32
SRR27023052,62969445,PRJNA1047679,39793339,22001612562185,01553636,DS-265417,A137BG446-012,20,14
SRR18749293,212075255,PRJNA826648,122218096,22001612560586,01554773,DS-280513,A926BI438-002,22,25
SRR18748840,86555840,PRJNA826648,50918937,22001612560859,01555036,DS-268086,A202BI884-002,36,54
SRR27023109,134011255,PRJNA1047679,78444529,22001612561045,01555060,DS-277623,A546BI403-003,11,10
SRR27023195,183664005,PRJNA1047679,103971755,22001612560066,01556165,DS-279880,A860BI938-002,17,35
SRR18747712,235823536,PRJNA826530,145768244,AV15-1005,01556528,A943AR066-005,A943AR107-002,23,23
SRR18747432,102133908,PRJNA826530,65481090,AV15-1372,01556865,A294AU447-007,A294AU428-002,16,16
SRR18748857,82242685,PRJNA826648,49685196,22001612562216,01556883,DS-268830,A089BI764-002,28,31
SRR18749414,136926160,PRJNA826648,76018890,22001612561166,01557456,DS-271211,A089BI678-011,27,6
SRR18748895,144835495,PRJNA826648,82001942,22001612560907,01558147,DS-271218,A089BI567-002,22,4
SRR27023087,80480138,PRJNA1047679,53439065,AV15-1585,01558784,A000AV130-007,A000AV153-002,25,46
SRR18748921,181048385,PRJNA826648,110450144,22001612561995,01558921,DS-270725,A498BH944-003,4,8
SRR18747466,55482546,PRJNA826530,31267383,AV15-1245,01559414,A619AT716-004,A619AT717-002,80,80
SRR18749029,167111105,PRJNA826648,102806355,22001701511501,01560264,DS-291508,A945BJ546-002,12,14
SRR18749048,236245940,PRJNA826648,137806926,22001701510129,01560665,DS-282205,A313BJ141-002,11,23
SRR18748001,150883630,PRJNA826530,96226616,AV15-2008,01560701,DS-228826,A939AW376-002,14,36
SRR18747722,162094294,PRJNA826530,103556078,AV15-1128,01561002,A626AV127-007,A950AS439-002,69,69
SRR18748850,89933060,PRJNA826648,53426441,22001612562426,01562330,DS-269027,A972BH385-023,15,16
SRR18748827,129614205,PRJNA826648,72272729,22001612561178,01563052,DS-279936,A860BI713-002,6,11
SRR18748924,122326050,PRJNA826648,73296820,22001612561760,01563188,DS-270710,A499BH011-003,13,15
SRR18749209,132665635,PRJNA826648,75038097,22001612561127,01564778,DS-268200,A421BG158-003,16,13
SRR27023207,124656665,PRJNA1047679,69766329,22001612561119,01565016,DS-280439,A860BI353-008,12,12
SRR18748995,153941970,PRJNA826648,83935566,22001612560154,01565064,DS-268988,A308BH549-010,7,10
SRR18749458,66010348,PRJNA826648,36950864,22001612562515,01565346,DS-268223,A007BG801-003,3,19
SRR27023064,139367248,PRJNA1047679,89838144,AV15-2164,01565358,DS-228239,A196AX865-002,35,40
SRR18747939,94469372,PRJNA826530,60222815,AV15-1465,01565826,A107AU153-007,A107AU122-002,14,14
SRR18747740,69591200,PRJNA826530,43255807,22001612561235,01566332,DS-267268,A862BF215-003,11,5
SRR18748880,83319635,PRJNA826648,51446677,22001612562146,01567650,DS-267248,A862BF334-010,12,13
SRR18748974,247492035,PRJNA826648,134434910,22001612562160,01567970,DS-270268,A308BH390-003,22,26
SRR27022985,90852964,PRJNA1047679,58371917,AV15-1223,01567990,A626AV124-006,A545AS684-002,11,11
SRR18748868,129448795,PRJNA826648,72992603,22001612560363,01568163,DS-267570,A901BH573-002,18,11
SRR18747508,57253100,PRJNA826530,36164215,AV15-1158,01568602,A981AU865-007,A950AS433-002,58,58
SRR27023265,244947888,PRJNA1047679,151443044,AV15-1002,01569570,A941AR529-005,A941AR573-002,6,6
SRR18749143,66558485,PRJNA826648,41328809,22001612562325,01569807,DS-267278,A862BF308-003,8,11
SRR27023270,240034900,PRJNA1047679,128897062,22001612561905,01570500,DS-280401,A292BL036-006,176,173
SRR18748886,135973565,PRJNA826648,78420224,22001612562241,01571162,DS-268093,A202BI964-002,30,3
SRR27023276,104639675,PRJNA1047679,68741436,22001612561505,01573785,DS-293496,A581BK355-008,133,123
SRR27023205,145219865,PRJNA1047679,81093706,22001612561383,01574299,DS-280446,A859BI980-008,6,9
SRR18747571,93846892,PRJNA826530,60411815,AV15-1615,01574789,A595AV282-007,A595AV348-002,26,27
SRR18747518,100051612,PRJNA826530,60551814,AV15-4186,01574852,DS-260755,A809BE498-003,15,16
SRR18748081,87445388,PRJNA826530,59063947,AV15-1338,01575222,A017AU835-007,A017AU950-002,23,23
SRR18747540,42579138,PRJNA826530,26060617,AV15-3684,01576258,DS-244289,A904AZ094-002,16,3
SRR18747574,51339038,PRJNA826530,31440214,AV15-1045,01577890,A941AR549-005,A941AR582-002,15,15
SRR18748927,174149360,PRJNA826648,105102269,22001612561219,01579241,DS-272296,A630BH489-003,6,9
SRR27023211,121350250,PRJNA1047679,75134219,22001612561011,01579937,DS-270680,A498BH941-003,23,28
SRR27023116,83406505,PRJNA1047679,50744624,22001612561686,01580290,DS-269041,A972BH506-002,16,17
SRR18747743,70832965,PRJNA826530,44501062,22001612561097,01582628,DS-265951,A579BF632-003,8,15
SRR18748063,88971468,PRJNA826530,54523506,AV15-1250,01584278,A704AV894-006,A619AT723-002,28,28
SRR27023194,171145800,PRJNA1047679,99844301,22001612560459,01584311,DS-282134,A146BJ804-002,20,22
SRR18747793,58155696,PRJNA826530,35084518,AV15-2416,01584585,DS-229636,A715AY401-002,15,17
SRR18748108,94727400,PRJNA826530,64081889,AV15-1154,01584890,A563AS479-005,A563AS518-002,58,58
SRR27022996,87114570,PRJNA1047679,56705687,AV15-1221,01586249,A563AS493-005,A563AS540-002,65,64
SRR27023014,107208626,PRJNA1047679,74107982,AV15-1329,01586722,A115AW807-006,A726AT953-002,117,117
SRR18749282,192266515,PRJNA826648,110833920,22001612561450,01586834,DS-279752,A777BI793-003,25,25
SRR27023033,49317765,PRJNA1047679,29185220,22001701512528,01587997,DS-289631,A898BL803-003,14,20
SRR27023283,191958900,PRJNA1047679,103106866,22001701512546,01588280,DS-284572,A850BJ123-002,6,27
SRR18749258,156309475,PRJNA826648,90582134,22001612561396,01590058,DS-279367,A179BJ595-002,7,14
SRR18749348,193890270,PRJNA826648,118556979,22001612560167,01590178,DS-264821,A860BI882-008,168,168
SRR27023066,140543434,PRJNA1047679,91915466,AV15-2071,01591295,DS-228762,A750AX512-002,78,69
SRR18748836,58356410,PRJNA826648,36415047,22001612562538,01591420,DS-268260,A007BG447-015,17,3
SRR27023145,112779822,PRJNA1047679,72909749,AV15-3540,01593246,DS-244363,A904AZ365-002,8,14
SRR18749397,142415630,PRJNA826648,77474486,22001612561734,01593251,DS-268855,A203BI301-002,31,4
SRR18747495,84426360,PRJNA826530,54363849,AV15-1181,01593450,A928AS349-005,A928AS395-002,18,18
SRR18749156,56248920,PRJNA826648,29782359,22001612562564,01593473,DS-268193,A421BG296-003,4,16
SRR18747711,188602404,PRJNA826530,118762666,AV15-1197,01594018,A797AV896-006,A936AS458-002,59,59
SRR18747538,56520682,PRJNA826530,34561297,AV15-3725,01594166,DS-243923,A904AZ243-002,12,2
SRR18749409,165715830,PRJNA826648,92034721,22001612561270,01594640,DS-272382,A630BH564-003,1,5
SRR18748959,134194024,PRJNA826648,74872434,22001612561027,01595697,DS-269437,A808BG255-003,22,10
SRR18747909,244044288,PRJNA826530,151262668,AV15-1034,01595822,A941AR612-005,A941AR596-002,15,15
SRR27023204,147142310,PRJNA1047679,81519157,22001612561557,01596320,DS-280726,A020BJ336-002,17,8
SRR27023227,79988230,PRJNA1047679,42014566,22001612560760,01596522,DS-269241,A965BG132-003,7,2
SRR18749395,122354610,PRJNA826648,66900868,22001612561745,01596979,DS-267556,A972BH454-003,19,7
SRR18748021,52775260,PRJNA826530,32052945,AV15-1889,01597155,DS-228778,A939AW295-002,28,18
SRR27023029,120288770,PRJNA1047679,60458878,22001805510106,01598859,DS-269079,A704BN702-003,411,437
SRR18747510,69270478,PRJNA826530,43455772,AV15-4376,01599865,DS-265822,A932BE741-003,8,17
SRR18748792,207320610,PRJNA826648,113983706,22001612561032,01600334,DS-282101,A146BJ797-002,10,14
SRR18747859,83268246,PRJNA826530,51206773,AV15-2484,01600512,DS-244206,A843AZ182-002,8,14
SRR18748070,103558584,PRJNA826530,66272209,AV15-1492,01600694,A127AU585-007,A127AU666-002,33,33
SRR18749270,216446125,PRJNA826648,126194417,22001612560567,01600866,DS-280420,A860BI347-002,133,153
SRR18747462,65461804,PRJNA826530,36514794,AV15-1256,01601114,A548AT609-004,A548AT620-002,41,41
SRR18747844,59833380,PRJNA826530,36978357,AV15-3767,01601230,DS-244319,A904AZ349-002,8,12
SRR18749359,123632075,PRJNA826648,72845772,22001612561681,01601767,DS-268901,A089BI778-017,11,25
SRR18747907,101931100,PRJNA826530,67572472,AV15-1601,01602015,A704AV885-007,A704AV970-002,19,26
SRR18749142,137634210,PRJNA826648,79597566,22001612562209,01602144,DS-268895,A202BI274-002,34,25
SRR27023062,86762166,PRJNA1047679,55723793,AV15-1062,01602658,A981AU861-007,A428AS846-002,32,32
SRR18747899,148971512,PRJNA826530,94162015,AV15-2167,01602738,DS-228183,A197AX071-002,8,15
SRR18747608,69731816,PRJNA826530,43493329,AV15-1092,01603646,A976AR201-005,A976AR216-002,29,29
SRR18748006,172432984,PRJNA826530,111034841,AV15-1915,01608253,DS-228779,A939AW396-002,15,26
SRR27023042,155468615,PRJNA1047679,85325955,22001612560672,01609415,DS-266121,A007BG772-003,13,26
SRR18747578,95424176,PRJNA826530,62988530,AV15-1604,01609647,A595AV272-006,A595AV333-002,13,18
SRR18748116,65296144,PRJNA826530,36678832,AV15-1317,01610026,A977AV135-006,A597AT760-002,29,29
SRR18748977,184464280,PRJNA826648,102132072,22001612562104,01610133,DS-268952,A168BH912-003,6,9
SRR18749452,139173596,PRJNA826648,78348810,22001612562605,01610717,DS-268217,A421BG146-003,8,12
SRR18749058,230234655,PRJNA826648,139384068,22001701511880,01610725,DS-282200,A313BJ220-002,7,13
SRR27022982,78492995,PRJNA1047679,47366229,22001612561077,01610891,DS-268840,A089BI742-002,28,37
SRR18747870,76327594,PRJNA826530,46044864,AV15-3785,01611286,DS-243688,A904AZ532-002,5,3
SRR18747451,87123606,PRJNA826530,55743043,AV15-1142,01611950,A473AS965-005,A474AS002-002,52,52
SRR18748002,146949958,PRJNA826530,93062051,AV15-1987,01613564,DS-230592,A779AW621-002,19,32
SRR18748835,101401685,PRJNA826648,60044057,22001612561181,01614987,DS-268896,A203BI296-002,33,52
SRR27023259,58509104,PRJNA1047679,34906681,AV15-2040,01615335,DS-228725,A750AX561-002,90,84
SRR18748851,66707235,PRJNA826648,40555872,22001612562394,01615426,DS-271179,A089BI667-011,23,19
SRR27023274,95043515,PRJNA1047679,61263786,22001701510744,01615761,DS-290956,A132BK243-005,10,14
SRR18749030,225369935,PRJNA826648,139897499,22001701511364,01616854,DS-291634,A945BJ315-007,7,11
SRR27023128,92670060,PRJNA1047679,58884649,22001612560400,01617024,DS-267219,A862BF335-003,12,5
SRR18749159,61448625,PRJNA826648,31781748,22001612562475,01617608,DS-268276,A007BG473-003,16,40
SRR27023092,82340048,PRJNA1047679,53835631,AV15-1384,01618096,A565AV506-007,A565AV546-002,19,27
SRR18748097,92632554,PRJNA826530,62770300,AV15-1288,01618914,A755AV940-007,A548AT617-002,56,56
SRR18747845,66859874,PRJNA826530,40995391,AV15-3766,01619062,DS-243694,A904AZ471-002,5,6
SRR27023068,158495958,PRJNA1047679,102812419,AV15-2069,01619196,DS-228203,A408AX145-002,74,70
SRR18747710,162419088,PRJNA826530,102417654,AV15-1218,01619742,A875AS587-005,A875AS608-002,56,56
SRR18748980,186952570,PRJNA826648,105838800,22001612561688,01620794,DS-268734,A447BH869-008,28,22
SRR27023174,213422288,PRJNA1047679,130935115,AV15-1020,01621070,337672,A943AR091-002,22,22
SRR18749171,87906490,PRJNA826648,43462934,22001612562193,01621998,DS-269298,A055BH103-003,10,11
SRR18749045,193904550,PRJNA826648,109298062,22001701510655,01622816,DS-280261,A439BJ773-006,8,19
SRR18749322,85906695,PRJNA826648,52186831,22001612560587,01622891,DS-268892,A089BI761-002,32,21
SRR27023138,150018182,PRJNA1047679,90579681,AV15-3837,01625865,DS-250966,A842BA543-003,30,29
SRR18748113,91136092,PRJNA826530,62009855,AV15-1106,01626850,DS-253662,A591AT159-002,47,47
SRR18748983,153495720,PRJNA826648,83317580,22001612560982,01627542,DS-270310,A168BH968-003,16,20
SRR18747491,84407786,PRJNA826530,52753236,AV15-1191,01628142,A040AV084-007,A950AS428-002,48,48
SRR18747781,92107964,PRJNA826530,58709128,AV15-3763,01628226,DS-244299,A904AZ354-002,9,19
SRR27023266,48527605,PRJNA1047679,29539657,22001701511904,01628231,DS-267301,A898BL729-004,397,407
SRR18747490,85408272,PRJNA826530,54473882,AV15-1198,01628862,A950AS410-005,A950AS430-002,72,72
SRR18748823,123004945,PRJNA826648,69680076,22001612561260,01628967,DS-280487,A926BI244-002,5,6
SRR18747379,57283625,PRJNA826530,34949335,22001612560342,01629792,DS-267263,A862BF275-009,10,11
SRR27022987,80654630,PRJNA1047679,48546194,22001612560289,01630028,DS-268092,A202BI994-002,36,33
SRR27023271,147543935,PRJNA1047679,77639057,22001612561216,01630552,DS-285176,A392BL824-008,187,193
SRR18747961,44746774,PRJNA826530,26069348,AV15-2135,01631142,DS-161667,A903AX701-002,6,5
SRR27023037,90838290,PRJNA1047679,66972311,22001612562145,01631397,DS-268140,A421BG091-003,6,6
SRR18749267,164676365,PRJNA826648,94894730,22001612560796,01632062,DS-278858,A439BJ900-002,25,18
SRR18748848,62332200,PRJNA826648,39038284,22001612562526,01632380,DS-266068,A862BF327-010,13,10
SRR27023199,130945815,PRJNA1047679,74365482,22001612561793,01632388,DS-280426,A926BI580-007,6,7
SRR27023094,104787235,PRJNA1047679,61162766,22001612562451,01632550,DS-277254,A776BI474-004,14,21
SRR18748982,201058830,PRJNA826648,109320987,22001612561198,01634101,DS-270327,A168BH910-003,8,13
SRR18747438,114933904,PRJNA826530,75781307,AV15-1353,01634138,A268AU776-007,A268AU794-002,26,26
SRR18748845,172751705,PRJNA826648,100304037,22001612560386,01635231,DS-271198,A089BI670-003,8,34
SRR18747732,83863618,PRJNA826530,53532291,AV15-1222,01636862,A545AS592-005,A545AS704-002,28,28
